word	pinyin	definition	pos	sentence	translation
行儀	xing2, hang2, hang4, xing4, yi2	manners, behavior	Noun	この子は本当に行儀の良い子です。	This child is very well behaved.
切れ	qie1, qie4	sharpness	Noun	この包丁は切れが良いな。	This kitchen knife cuts well.
クッキー		cookie, biscuit	Noun	クッキーと紅茶をいただきました。	I had cookies and tea.
コンセント		outlet, wall socket	Noun	プラグをコンセントに挿し込んだよ。	I put the plug into the outlet.
参考書	can1, cen1, shen1, kao3, shu1	reference book	Noun	この参考書はとても役に立つよ。	This reference book is very useful.
終電	zhong1, dian4	last train	Noun	終電にやっと間に合った。	I was just in time for the last train.
徐行	xu2, xing2, hang2, hang4, xing4	slow speed	Verbal Noun	この先は徐行して下さい。	Please go slowly ahead.
雀	que4, qiao1, qiao3	sparrow	Noun	朝は雀の声で目が覚めます。	I wake up to the sound of sparrows in the morning.
ずるい		cunning, sneaky	Adjective	あなたのやり方はずるい。	Your method is cunning.
せっかち		impatient	Adjectival Noun	彼はせっかちで困ります。	His impatience troubles me.
秋風	qiu1, feng1	autumn breeze	Noun	秋風が気持ちいいね。	The autumn wind feels good.
有り難い	you3, you4, nan2, nan4	welcome, grateful	Adjective	彼の助けは本当に有り難いな。	His help is really welcome.
胃腸	wei4, chang2	stomach and intestines	Noun	彼は胃腸が強くありません。	His digestive system is not strong.
受け身	shou4, shen1, juan1	passiveness, passive voice	Noun	彼はいつも受け身の姿勢で、自分からは何もしないんだ。	He is always passive and never initiates anything himself.
うちわ		round paper fan	Noun	父はうちわで扇いでいるの。	My father is fanning himself with a paper fan.
うっかり		carelessly, accidentally	Adverb	大事なメールをうっかり消してしまった。	I accidentally deleted an important email.
回数券	hui2, shu4, shu3, shuo4, quan4, xuan4	book of tickets	Noun	バスの回数券を買いました。	I bought a strip of tickets for the bus.
火力	huo3, li4	heating power, heat	Noun	火力を弱めないと肉がこげるよ。	The meat's going to burn if you don't lower the heat.
急病	ji2, bing4	sudden illness	Noun	知り合いが急病で倒れた。	An acquaintance of mine suddenly fell ill.
くだらない		worthless, trifling	Adjective	くだらないおしゃべりはやめなさい。	Stop chattering.
口紅	kou3, hong2, gong1	lipstick, rouge	Noun	赤い口紅を買いました。	I bought some red lipstick.
軽率	qing1, lu:4, shuai4, shuo4	rash, light-headed	Adjective	軽率な発言はしないよう気をつけなさい。	Take care not to make flippant remarks.
謙遜	qian1, xun4	humility, modesty	Verbal Noun	そんなに謙遜しなくてもいい。	You do not need to be so modest.
行楽	xing2, hang2, hang4, xing4, le4, yue4	excursion, outing	Noun	秋は行楽にいい季節ですね。	Autumn is a good season for excursions.
時給	shi2, gei3, ji3	hourly wage	Noun	この仕事は時給1000円です。	This work pays 1000 yen per hour.
十字路	shi2, zi4, lu4	crossroads	Noun	十字路で車とバイクが衝突したぞ。	The car collided with a motorcycle in the crossroads.
私用	si1, yong4	private business, private use	Noun	私用で出かけなければなりません。	I must go out on a personal errand.
初歩	chu1, bu4	first steps, beginning	Noun	英語を初歩から勉強しています。	I'm studying English from the beginning.
酢	zuo4	vinegar	Noun	お酢を入れすぎて酸っぱい。	It's sour because I put in too much vinegar.
水力	shui3, li4	waterpower, hydraulic power	Noun	この島は発電を水力に頼っているんだ。	This island relies on hydroelectric energy to generate power.
ずうずうしい		cheeky, impudent	Adjective	何てずうずうしい人なんだろう。	What a cheeky fellow!
すやすや		peaceful and content	Adverb	子供がすやすや眠っているね。	The child is sleeping soundly.
セルフサービス		self-service	Noun	この食堂はセルフサービスです。	This dining hall is self-service.
アルファベット		alphabet	Noun	この子はアルファベットを全部言えます。	This kid can say the entire alphabet.
言い返す	yan2, fan3	talk back, retort	Verb	彼女は負けずに言い返したの。	She talked back just as much.
いびき		snoring	Noun	父のいびきは大きいんだ。	My father snores loudly.
いやらしい		disgusting, nasty	Adjective	彼はいやらしい男ね。	He's a nasty man.
イントネーション		intonation	Noun	イントネーションの違いに気を付けて。	Be careful about the difference in intonation.
打ち合わせる	da3, he2	arrange, discuss	Verb	来週の予定を打ち合わせましょう。	Let's discuss next week's schedule.
雨天	yu3, yu4, tian1	rainy weather	Noun	試合は雨天中止です。	The match is canceled due to rain.
奥様	ao4, yang4	married woman, someone's wife	Noun	社長の奥様はきれいな方です。	The president's wife is a beautiful woman.
駆け足	qu1, zu2, ju4	gallop, run	Verbal Noun	駅まで駆け足で行ったよ。	I ran to the station.
がたがた		rattle	Adjective	この椅子はがたがたしているね。	This chair is unstable.
観賞	guan1, guan4, shang3	ornamental	Verbal Noun	この鉢植えは観賞用です。	This potted plant is for ornamental purposes.
カンニング		cheating	Verbal Noun	カンニングをした人は0点です。	Those who cheat on the exam get no points.
奇数	qi2, ji1, shu4, shu3, shuo4	odd number	Noun	3は奇数です。	Three is an odd number.
禁酒	jin4, jin1, jiu3	abstention from alcohol	Verbal Noun	彼は禁酒しています。	He is on the wagon.
偶数	ou3, shu4, shu3, shuo4	even number	Noun	偶数は2で割り切れます。	Even numbers can be divided by 2.
現場	xian4, chang2, chang3	actual spot, job site	Noun	事故現場には入れません。	You can't enter the accident scene.
国立	guo2, li4	national	Noun	新しい国立劇場が完成しました。	The new National Theater was completed.
焦げる	jiao1	scorch, burn	Verb	シチューが焦げたよー。	The stew burnt.
座布団	zuo4, bu4, tuan2	cushion	Noun	この座布団は座り心地がいいね。	This cushion is comfortable to sit on.
失恋	shi1, lian4	broken heart	Verbal Noun	彼は最近、失恋したらしいの。	I hear he had a broken heart recently.
湿っぽい	shi1	damp, gloomy	Adjective	雨の日が続いて家の中が湿っぽいな。	When it rains for days, the whole house becomes damp.
主観	zhu3, guan1, guan4	subjectivity, subject	Noun	主観だけで物事を見てはいけない。	You shouldn't look at things merely subjectively.
主観的	zhu3, guan1, guan4, de5, di2, di4	subjective	Adjective	それは主観的な意見だ。	That is a subjective opinion.
小数	xiao3, shu4, shu3, shuo4	decimal	Noun	小数は切り捨てて計算して下さい。	Please round down the decimal and then calculate.
水平線	shui3, ping2, xian4	horizon	Noun	水平線に太陽が沈んでいった。	The sun was setting on the horizon.
あぐら		sit cross legged	Noun	彼はあぐらをかいてしゃべっていますね。	He is talking while sitting cross-legged.
朝顔	zhao1, chao2, yan2	morning glory	Noun	紫の朝顔が咲きました。	A purple morning-glory bloomed.
意地悪	yi4, di4, de5, e4, e3, wu4	nastiness, ill-natured person	Verbal Noun	彼は時々意地悪な質問をする。	He sometimes raises nasty questions.
至る所	zhi4, suo3	everywhere, all over	Noun	コンビニは至る所にあります。	Convenience stores are everywhere.
今に	jin1	before long, someday	Adverb	あなたも今に分かるでしょう。	You will understand one day.
いやいや		reluctantly	Adverb	その子はいやいや学校へ行ったの。	The child went to school reluctantly.
ウエスト		the waist	Noun	最近ウエストが太くなったな。	My waist has gotten bigger lately.
運送	yun4, song4	shipping, transportation	Verbal Noun	彼は運送会社に勤めているの。	He works for a transportation company.
襟	jin1	collar, lapel	Noun	襟の大きいコートを買いました。	I bought a coat with a large collar.
治まる	zhi4	settle down, be cured	Verb	咳が少し治まりました。	My cough is a little better.
オルガン		organ, pipe organ	Noun	僕たちはオルガンに合わせて賛美歌を歌ったんだ。	We sang hymns with an organ accompaniment.
温帯	wen1, dai4	temperate zone	Noun	日本は温帯にあります。	Japan is located in the temperate zone.
温暖	wen1, nuan3	warm, mild	Adjectival Noun	この地方は温暖で暮らしやすいな。	The mild weather in these parts makes it easy to live here.
書き言葉	shu1, yan2, xie2, ye4, she4	written language	Noun	書き言葉と話し言葉はだいぶ違うことがあります。	Written language and spoken language are sometimes quite different.
陰	yin1	shade, behind the scenes	Noun	陰で少し休憩しましょう。	Let's take a break in the shade.
仮名遣い	jia3, jia4, ming2, qian3	kana orthography, use of kana	Noun	祖父は古い仮名遣いで書くことがあるの。	My grandfather sometimes writes in the old kana orthography.
辛い	xin1	strict, severe	Adjective	部長は僕の仕事に辛い評価を出したんだ。	My manager was very critical in his evaluation of my work.
からから		roar, laugh loudly	Adverb	彼はからからと笑いました。	He laughed loudly.
ガラス戸	hu4	glass door	Noun	お店のガラス戸が割られたんだ。	The shop's glass door was broken.
器械	qi4, xie4	instrument, apparatus	Noun	体育館で器械を使って運動したの。	I did exercise with machines in the gym.
既製	ji4, zhi4	ready-made, ready-to-wear	Noun	彼の体型じゃ既製のサイズに合わないよ。	His figure does not suit ready-to-wear clothing sizes.
気絶	qi4, jue2	fainting	Verbal Noun	彼女は驚いて気絶してしまったの。	She fainted in surprise.
きっちん		kitchen	Noun	彼女はキッチンで夕食を作っています。	She is preparing dinner in the kitchen.
客間	ke4, jian1, jian4	guest room, parlor	Noun	お客さんを客間にお通ししたわよ。	I showed the guest into the reception room.
勤勉	qin2, mian3	diligence, hard work	Adjectival Noun	彼は勤勉な人です。	He is a diligent person.
上下	shang4, shang3, xia4	top and bottom	Verbal Noun	この服は上下セットで買いました。	I bought these clothes as a top and bottoms set.
鎖	suo3	chain, tether	Noun	犬を鎖でつなぎました。	I tied up the dog with a chain.
くしゃくしゃ		messy, scrunch	Adverb	紙をくしゃくしゃに丸めました。	I rolled the paper into a ball.
口げんか	kou3	quarrel	Verbal Noun	きのう、弟と口げんかしました。	I quarreled with my younger brother yesterday.
下車	xia4, che1, ju1	get off, stopover	Verbal Noun	景色が良かったので途中下車したよ。	We stopped off on the way because the scenery was lovely.
けち		stingy, miser	Adjectival Noun	彼は金持ちだけど、けちね。	He is rich but stingy.
現住所	xian4, zhu4, suo3	present address	Noun	ここには現住所を書いてください。	Please write your current address here.
恋する	lian4	love, fall in love with	Verb	恋する気持ちを歌にしました。	I expressed my feelings of love in my song.
転がす	zhuan3, zhuai3, zhuan4	roll, roll over	Verb	まず、肉をパン粉の上で転がします。	First of all, roll the meat in bread crumbs.
